No,Tanggal,Hari,Bulan,Kuartal,Tahun,Shift,Area_Kerja,Supervisor_ID,Jenis_Pekerjaan,Jenis_Insiden,Near_Miss,First_Aid,Medical_Treatment,LTI,Fatality,Hari_Hilang_Kerja,Property_Damage,Jumlah_Tenaga_Kerja,Jam_Kerja,Kondisi_Cuaca,Penyebab_Utama,Tindakan_Korektif,Status_Tindakan,Lokasi_Spesifik,Catatan
1381,2024-05-13,Monday,5,Q2,2024,Shift 1 (07:00-19:00),Stockpile,SPV-002,Maintenance,Medical Treatment,0,0,1,0,0,0,0,17,174.9,Hujan Lebat,Kondisi Cuaca Buruk,Penggantian APD,Selesai,Stockp-Blok04,
1382,2023-10-10,Tuesday,10,Q4,2023,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-017,Blasting,First Aid,0,1,0,0,0,0,0,34,370.3,Cerah,Komunikasi Buruk,Pelatihan Ulang,Belum Dimulai,Pit-C-Blok05,Investigasi selesai
1383,2022-02-15,Tuesday,2,Q1,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-010,Hauling,Near Miss,1,0,0,0,0,0,0,22,258.3,Cerah,Faktor Eksternal,Briefing Safety,Dalam Proses,Pit-C-Blok02,Perlu tindak lanjut
1384,2023-06-22,Thursday,6,Q2,2023,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-004,Loading,Property Damage,0,0,0,0,0,0,1,9,97.3,Hujan Ringan,Kelelahan Pekerja,Investigasi Lanjut,Selesai,Pit-B-Blok01,
1385,2024-06-06,Thursday,6,Q2,2024,Shift 1 (07:00-19:00),Stockpile,SPV-003,Pumping,Medical Treatment,0,0,1,0,0,0,0,21,262.2,Cerah,Peralatan Rusak,Perbaikan Alat,Selesai,Stockp-Blok04,Investigasi selesai
1386,2022-10-30,Sunday,10,Q4,2022,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-011,Pumping,Medical Treatment,0,0,1,0,0,0,0,29,340.7,Cerah,Human Error,Revisi Prosedur,Selesai,Pit-C-Blok04,
1387,2022-11-24,Thursday,11,Q4,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-018,Drilling,Environmental Spill,0,0,0,0,0,0,0,42,483.7,Cerah,Faktor Eksternal,Penggantian APD,Selesai,Pit-C-Blok01,Perlu tindak lanjut
1388,2024-10-19,Saturday,10,Q4,2024,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-008,Pengawasan,Near Miss,1,0,0,0,0,0,0,17,214.3,Cerah,Faktor Eksternal,Revisi Prosedur,Selesai,Pit-A-Blok03,Investigasi selesai
1389,2023-09-13,Wednesday,9,Q3,2023,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-009,Loading,Medical Treatment,0,0,1,0,0,0,0,42,541.8,Berawan,Alat Pelindung Diri Tidak Sesuai,Pelatihan Ulang,Belum Dimulai,Pit-A-Blok05,Sudah dilaporkan ke HSE Manager
1390,2024-07-15,Monday,7,Q3,2024,Shift 1 (07:00-19:00),Stockpile,SPV-011,Dozing,Medical Treatment,0,0,1,0,0,0,0,30,338.3,Hujan Lebat,Peralatan Rusak,Briefing Safety,Dalam Proses,Stockp-Blok05,Investigasi selesai
1391,2023-11-10,Friday,11,Q4,2023,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-002,Fueling,Near Miss,1,0,0,0,0,0,0,20,246.4,Hujan Lebat,Prosedur Tidak Diikuti,Pelatihan Ulang,Selesai,Pit-C-Blok01,
1392,2024-05-16,Thursday,5,Q2,2024,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-013,Administrasi,Near Miss,1,0,0,0,0,0,0,31,313.4,Cerah,Komunikasi Buruk,Penggantian APD,Selesai,Pit-B-Blok02,Perlu tindak lanjut
1393,2022-03-05,Saturday,3,Q1,2022,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-007,Drilling,Near Miss,1,0,0,0,0,0,0,8,91.1,Cerah,Kondisi Cuaca Buruk,Briefing Safety,Overdue,Pit-A-Blok03,Perlu tindak lanjut
1394,2024-06-22,Saturday,6,Q2,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-018,Fueling,Medical Treatment,0,0,1,0,0,0,0,29,326.6,Berawan,Alat Pelindung Diri Tidak Sesuai,Revisi Prosedur,Selesai,Pit-B-Blok03,Perlu tindak lanjut
1395,2023-11-11,Saturday,11,Q4,2023,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-001,Survei,Near Miss,1,0,0,0,0,0,0,35,374.3,Hujan Lebat,Desain/Engineering,Revisi Prosedur,Belum Dimulai,Pit-A-Blok03,Menunggu spare part
1396,2023-09-18,Monday,9,Q3,2023,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-015,Grading,Near Miss,1,0,0,0,0,0,0,22,262.9,Hujan Ringan,Alat Pelindung Diri Tidak Sesuai,Perbaikan Desain,Selesai,Pit-B-Blok04,Sudah dilaporkan ke HSE Manager
1397,2024-06-26,Wednesday,6,Q2,2024,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-012,Fueling,First Aid,0,1,0,0,0,0,0,33,428.6,Cerah,Kondisi Cuaca Buruk,Perbaikan Alat,Belum Dimulai,Pit-B-Blok02,
1398,2022-10-11,Tuesday,10,Q4,2022,Shift 2 (19:00-07:00),Drainase,SPV-008,Maintenance,First Aid,0,1,0,0,0,0,0,19,194.6,Cerah,Desain/Engineering,Briefing Safety,Selesai,Draina-Blok02,Menunggu spare part
1399,2022-12-01,Thursday,12,Q4,2022,SHIFT 1,Pit-A (Overburden),SPV-003,Maintenance,Near Miss,1,0,0,0,0,0,0,38,449.8,Hujan Ringan,Human Error,Perbaikan Alat,Selesai,Pit-A-Blok04,Perlu tindak lanjut
1400,2023-07-18,Tuesday,7,Q3,2023,Shift 2 (19:00-07:00),Drainase,SPV-013,Blasting,First Aid,0,1,0,0,0,0,0,29,318.1,Hujan Ringan,Komunikasi Buruk,Pelatihan Ulang,Overdue,Draina-Blok04,Perlu tindak lanjut
1401,2024-04-27,Saturday,4,Q2,2024,Shift 2 (19:00-07:00),Office Area,SPV-007,Pengawasan,Near Miss,1,0,0,0,0,0,0,38,474.3,Cerah,Faktor Eksternal,Penggantian APD,Dalam Proses,Office-Blok01,
1402,2023-11-14,Tuesday,11,Q4,2023,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-015,Loading,Near Miss,1,0,0,0,0,0,0,32,315.1,Cerah,Faktor Eksternal,Revisi Prosedur,Selesai,Pit-B-Blok03,
1403,2024-11-02,Saturday,11,Q4,2024,Shift 2 (19:00-07:00),Office Area,SPV-001,Drilling,First Aid,0,1,0,0,0,0,0,26,332.4,Cerah,Faktor Eksternal,Pelatihan Ulang,Selesai,Office-Blok02,Perlu tindak lanjut
1404,2022-10-14,Friday,10,Q4,2022,Shift 2 (19:00-07:00),Workshop,SPV-015,Drilling,Near Miss,1,0,0,0,0,0,0,40,523,Berawan,Human Error,Perbaikan Desain,Selesai,Worksh-Blok03,
1405,2024-08-25,Sunday,8,Q3,2024,Shift 2 (19:00-07:00),Workshop,SPV-001,Grading,First Aid,0,1,0,0,0,0,0,42,464.4,Cerah,Alat Pelindung Diri Tidak Sesuai,Investigasi Lanjut,Selesai,Worksh-Blok01,Investigasi selesai
1406,2023-01-14,Saturday,1,Q1,2023,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-009,Pumping,First Aid,0,1,0,0,0,0,0,22,258.9,Cerah,Kondisi Cuaca Buruk,Investigasi Lanjut,Selesai,Pit-C-Blok02,
1407,2023-01-08,Sunday,1,Q1,2023,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-005,Maintenance,Medical Treatment,0,0,1,0,0,0,0,31,308.6,Hujan Ringan,Kondisi Cuaca Buruk,Revisi Prosedur,Belum Dimulai,Pit-A-Blok01,Sudah dilaporkan ke HSE Manager
1408,2022-07-08,Friday,7,Q3,2022,Shift 1 (07:00-19:00),Workshop,SPV-004,Blasting,First Aid,0,1,0,0,0,0,0,18,227,Berawan,Human Error,Penggantian APD,Overdue,Worksh-Blok05,Perlu tindak lanjut
1409,2023-12-07,Thursday,12,Q4,2023,Shift 1 (07:00-19:00),Workshop,SPV-005,Pengawasan,First Aid,0,1,0,0,0,0,0,41,438.6,Hujan Lebat,Human Error,Revisi Prosedur,Selesai,Worksh-Blok03,
1410,2024-07-30,Tuesday,7,Q3,2024,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-018,Blasting,First Aid,0,1,0,0,0,0,0,33,323.4,Cerah,Human Error,Investigasi Lanjut,Selesai,ROM (R-Blok02,
1411,2023-08-04,Friday,8,Q3,2023,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-009,Dozing,First Aid,0,1,0,0,0,0,0,26,270.6,Berawan,Kelelahan Pekerja,Pelatihan Ulang,Selesai,ROM (R-Blok02,Menunggu spare part
1412,2022-03-12,Saturday,3,Q1,2022,Shift 2 (19:00-07:00),Drainase,SPV-010,Maintenance,Near Miss,1,0,0,0,0,0,0,13,160.3,Berawan,Faktor Eksternal,Perbaikan Alat,Dalam Proses,Draina-Blok02,
1413,2022-10-25,Tuesday,10,Q4,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-001,Pengawasan,Medical Treatment,0,0,1,0,0,0,0,15,168.3,Berawan,Housekeeping Buruk,Perbaikan Desain,Overdue,Pit-C-Blok04,
1414,2024-01-28,Sunday,1,Q1,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-006,Hauling,First Aid,0,1,0,0,0,0,0,18,231.7,Berawan,Prosedur Tidak Diikuti,Perbaikan Desain,Selesai,Pit-B-Blok03,Investigasi selesai
1415,2023-06-11,Sunday,6,Q2,2023,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-017,Survei,First Aid,0,1,0,0,0,0,0,13,155.5,Cerah,Kondisi Cuaca Buruk,Investigasi Lanjut,Dalam Proses,ROM (R-Blok05,Perlu tindak lanjut
1416,2022-01-13,Thursday,1,Q1,2022,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-013,Grading,Near Miss,1,0,0,0,0,0,0,35,462.2,Berawan,Komunikasi Buruk,Revisi Prosedur,Selesai,Pit-A-Blok03,
1417,2024-03-06,Wednesday,3,Q1,2024,Shift 2 (19:00-07:00),Workshop,SPV-004,Maintenance,Property Damage,0,0,0,0,0,0,1,37,440.7,Hujan Ringan,Kondisi Cuaca Buruk,Pelatihan Ulang,Overdue,Worksh-Blok01,Menunggu spare part
1418,2024-04-15,Monday,4,Q2,2024,Shift 2 (19:00-07:00),Office Area,SPV-015,Maintenance,Near Miss,1,0,0,0,0,0,0,11,132.2,Hujan Lebat,Prosedur Tidak Diikuti,Penggantian APD,Selesai,Office-Blok01,Sudah dilaporkan ke HSE Manager
1419,2024-07-12,Friday,7,Q3,2024,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-014,Pengawasan,Medical Treatment,0,0,1,0,0,0,0,14,138.8,Cerah,Desain/Engineering,Perbaikan Alat,Dalam Proses,Pit-B-Blok05,
1420,2023-02-16,Thursday,2,Q1,2023,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-005,Blasting,Near Miss,1,0,0,0,0,0,0,30,372.9,Cerah,Komunikasi Buruk,Perbaikan Alat,Belum Dimulai,Pit-C-Blok04,
1421,2023-04-23,Sunday,4,Q2,2023,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-002,Grading,Near Miss,1,0,0,0,0,0,0,35,432.3,Hujan Ringan,Faktor Eksternal,Revisi Prosedur,Selesai,Pit-B-Blok01,
1422,2023-03-03,Friday,3,Q1,2023,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-004,Blasting,Near Miss,1,0,0,0,0,0,0,21,273.1,Cerah,Kondisi Cuaca Buruk,Penggantian APD,Overdue,Pit-C-Blok05,Perlu tindak lanjut
1423,2024-02-20,Tuesday,2,Q1,2024,Shift 2 (19:00-07:00),Office Area,SPV-012,Drilling,Medical Treatment,0,0,1,0,0,0,0,34,420.8,Cerah,Faktor Eksternal,Briefing Safety,Belum Dimulai,Office-Blok03,Investigasi selesai
1424,2024-02-13,Tuesday,2,Q1,2024,Shift 1 (07:00-19:00),Workshop,SPV-004,Administrasi,Medical Treatment,0,0,1,0,0,0,0,21,209.6,Hujan Lebat,Kelelahan Pekerja,Investigasi Lanjut,Dalam Proses,Worksh-Blok03,Perlu tindak lanjut
1425,2024-05-28,Tuesday,5,Q2,2024,Shift 1 (07:00-19:00),Office Area,SPV-015,Fueling,Near Miss,1,0,0,0,0,0,0,21,242.1,Hujan Lebat,Komunikasi Buruk,Pelatihan Ulang,Belum Dimulai,Office-Blok01,Investigasi selesai
1426,2023-07-15,Saturday,7,Q3,2023,Shift 1 (07:00-19:00),Office Area,SPV-011,Maintenance,Near Miss,1,0,0,0,0,0,0,41,456,Hujan Lebat,Housekeeping Buruk,Revisi Prosedur,Selesai,Office-Blok05,Sudah dilaporkan ke HSE Manager
1427,2022-01-20,Thursday,1,Q1,2022,Shift 2 (19:00-07:00),Workshop,SPV-010,Drilling,First Aid,0,1,0,0,0,0,0,32,321.3,Berawan,Kondisi Cuaca Buruk,Briefing Safety,Dalam Proses,Worksh-Blok03,Menunggu spare part
1428,2023-08-10,Thursday,8,Q3,2023,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-003,Pumping,Near Miss,1,0,0,0,0,0,0,39,500.8,Berkabut,Peralatan Rusak,Revisi Prosedur,Dalam Proses,Pit-C-Blok04,
1429,2024-12-28,Saturday,12,Q4,2024,Shift 1 (07:00-19:00),Drainase,SPV-017,Maintenance,First Aid,0,1,0,0,0,0,0,25,271.9,Cerah,Housekeeping Buruk,Pelatihan Ulang,Selesai,Draina-Blok02,Investigasi selesai
1430,2024-03-31,Sunday,3,Q1,2024,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-018,Dozing,Lost Time Injury,0,0,0,1,0,2,0,32,403.3,Cerah,Human Error,Pelatihan Ulang,Selesai,Pit-A-Blok05,Perlu tindak lanjut
1431,2024-02-10,Saturday,2,Q1,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-019,Loading,Medical Treatment,0,0,1,0,0,0,0,27,265.4,Cerah,Kondisi Cuaca Buruk,Pelatihan Ulang,Overdue,Pit-B-Blok03,Menunggu spare part
1432,2023-08-16,Wednesday,8,Q3,2023,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-001,Pengawasan,First Aid,0,1,0,0,0,0,0,8,82.6,Hujan Ringan,Kelelahan Pekerja,Perbaikan Desain,Selesai,Pit-B-Blok01,
1433,2022-09-04,Sunday,9,Q3,2022,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-006,Hauling,First Aid,0,1,0,0,0,0,0,21,241,Cerah,Prosedur Tidak Diikuti,Pelatihan Ulang,Selesai,ROM (R-Blok03,
1434,2023-04-05,Wednesday,4,Q2,2023,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-018,Pumping,Near Miss,1,0,0,0,0,0,0,11,140.5,Berkabut,Kondisi Cuaca Buruk,Investigasi Lanjut,Selesai,Pit-B-Blok04,
1435,2022-01-13,Thursday,1,Q1,2022,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-009,Pumping,Lost Time Injury,0,0,0,1,0,7,0,19,203.5,Cerah,Desain/Engineering,Penggantian APD,Selesai,Pit-A-Blok03,Sudah dilaporkan ke HSE Manager
1436,2022-07-01,Friday,7,Q3,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-009,Maintenance,Near Miss,1,0,0,0,0,0,0,15,152.4,Berawan,Faktor Eksternal,Revisi Prosedur,Overdue,Pit-B-Blok04,
1437,2023-10-06,Friday,10,Q4,2023,Shift 1 (07:00-19:00),Drainase,SPV-002,Pengawasan,Medical Treatment,0,0,1,0,0,0,0,35,378.5,Cerah,Prosedur Tidak Diikuti,Revisi Prosedur,Belum Dimulai,Draina-Blok04,
1438,2024-10-15,Tuesday,10,Q4,2024,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-012,Administrasi,First Aid,0,1,0,0,0,0,0,15,171,Cerah,Human Error,Perbaikan Desain,Selesai,Pit-C-Blok04,
1439,2022-07-23,Saturday,7,Q3,2022,Shift 1 (07:00-19:00),Workshop,SPV-004,Fueling,First Aid,0,1,0,0,0,0,0,44,478.3,Berawan,Peralatan Rusak,Perbaikan Alat,Dalam Proses,Worksh-Blok02,Investigasi selesai
1440,2023-05-23,Tuesday,5,Q2,2023,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-013,Loading,First Aid,0,1,0,0,0,0,0,28,306.9,Hujan Lebat,Desain/Engineering,Perbaikan Alat,Dalam Proses,Pit-C-Blok04,
1441,2023-06-08,Thursday,6,Q2,2023,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-005,Maintenance,Near Miss,1,0,0,0,0,0,0,34,394.5,Cerah,Komunikasi Buruk,Briefing Safety,Belum Dimulai,ROM (R-Blok03,
1442,2024-05-28,Tuesday,5,Q2,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-019,Dozing,Lost Time Injury,0,0,0,1,0,5,0,12,133.7,Hujan Ringan,Kelelahan Pekerja,Investigasi Lanjut,Dalam Proses,Pit-B-Blok02,Menunggu spare part
1443,2023-07-17,Monday,7,Q3,2023,Shift 2 (19:00-07:00),Stockpile,SPV-005,Maintenance,First Aid,0,1,0,0,0,0,0,35,384.8,Berkabut,Faktor Eksternal,Pelatihan Ulang,Selesai,Stockp-Blok03,
1444,2023-06-09,Friday,6,Q2,2023,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-018,Drilling,First Aid,0,1,0,0,0,0,0,35,441.7,Cerah,Kondisi Cuaca Buruk,Briefing Safety,Selesai,ROM (R-Blok02,Menunggu spare part
1445,2022-04-09,Saturday,4,Q2,2022,Shift 1 (07:00-19:00),Workshop,SPV-018,Survei,Near Miss,1,0,0,0,0,0,0,16,163.1,Cerah,Prosedur Tidak Diikuti,Revisi Prosedur,Overdue,Worksh-Blok03,Perlu tindak lanjut
1446,2022-08-14,Sunday,8,Q3,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-017,Grading,Lost Time Injury,0,0,0,1,0,3,0,13,146.8,Berkabut,Peralatan Rusak,Revisi Prosedur,Belum Dimulai,Pit-C-Blok01,Sudah dilaporkan ke HSE Manager
1447,2022-08-01,Monday,8,Q3,2022,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-018,Grading,Medical Treatment,0,0,1,0,0,0,0,31,310.2,Hujan Ringan,Kondisi Cuaca Buruk,Briefing Safety,Selesai,Pit-A-Blok04,
1448,2024-03-10,Sunday,3,Q1,2024,Shift 1 (07:00-19:00),Drainase,SPV-004,Blasting,Environmental Spill,0,0,0,0,0,0,0,38,449.6,Hujan Ringan,Alat Pelindung Diri Tidak Sesuai,Penggantian APD,Selesai,Draina-Blok03,
1449,2023-05-14,Sunday,5,Q2,2023,Shift 1 (07:00-19:00),Stockpile,SPV-012,Fueling,Near Miss,1,0,0,0,0,0,0,23,278.2,Cerah,Prosedur Tidak Diikuti,Investigasi Lanjut,Belum Dimulai,Stockp-Blok02,
1450,2023-04-07,Friday,4,Q2,2023,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-018,Pengawasan,Lost Time Injury,0,0,0,1,0,4,0,41,481.7,Cerah,Komunikasi Buruk,Penggantian APD,Dalam Proses,Pit-B-Blok04,Investigasi selesai
1451,2022-10-21,Friday,10,Q4,2022,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-020,Maintenance,Near Miss,1,0,0,0,0,0,0,24,293.1,Cerah,Alat Pelindung Diri Tidak Sesuai,Revisi Prosedur,Selesai,Pit-A-Blok04,
1452,2022-10-27,Thursday,10,Q4,2022,Shift 2 (19:00-07:00),Workshop,SPV-020,Fueling,Near Miss,1,0,0,0,0,0,0,39,395.5,Cerah,,Investigasi Lanjut,Selesai,Worksh-Blok03,Investigasi selesai
1453,2024-09-09,Monday,9,Q3,2024,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-011,Dozing,First Aid,0,1,0,0,0,0,0,27,334.2,Hujan Lebat,Peralatan Rusak,Revisi Prosedur,Selesai,Pit-A-Blok02,Perlu tindak lanjut
1454,2022-01-27,Thursday,1,Q1,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-011,Fueling,Near Miss,1,0,0,0,0,0,0,39,385.8,Berawan,Alat Pelindung Diri Tidak Sesuai,Perbaikan Alat,Selesai,Pit-B-Blok03,Sudah dilaporkan ke HSE Manager
1455,2022-09-13,Tuesday,9,Q3,2022,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-013,Administrasi,Near Miss,1,0,0,0,0,0,0,35,398.1,Berawan,Prosedur Tidak Diikuti,Briefing Safety,Dalam Proses,ROM (R-Blok03,
1456,2023-04-24,Monday,4,Q2,2023,Shift 2 (19:00-07:00),ROM (Run of Mine),SPV-003,Fueling,First Aid,0,1,0,0,0,0,0,16,205.2,Berawan,Desain/Engineering,Perbaikan Alat,Belum Dimulai,ROM (R-Blok01,Perlu tindak lanjut
1457,2024-02-29,Thursday,2,Q1,2024,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-015,Drilling,Near Miss,1,0,0,0,0,0,0,10,110.4,Hujan Lebat,Faktor Eksternal,Briefing Safety,Belum Dimulai,Pit-C-Blok05,Sudah dilaporkan ke HSE Manager
1458,2022-08-30,Tuesday,8,Q3,2022,Shift 1 (07:00-19:00),Stockpile,SPV-007,Survei,Property Damage,0,0,0,0,0,0,1,30,360.5,Berkabut,Kondisi Cuaca Buruk,Investigasi Lanjut,Belum Dimulai,Stockp-Blok02,
1459,2023-06-09,Friday,6,Q2,2023,Shift 1 (07:00-19:00),Stockpile,SPV-019,Dozing,First Aid,0,1,0,0,0,0,0,21,218.5,Berkabut,Kelelahan Pekerja,Investigasi Lanjut,Dalam Proses,Stockp-Blok01,
1460,2023-07-18,Tuesday,7,Q3,2023,Shift 2 (19:00-07:00),Pit-C (Hauling),SPV-014,Fueling,Near Miss,1,0,0,0,0,0,0,12,128.2,Berawan,Kondisi Cuaca Buruk,Perbaikan Alat,Selesai,Pit-C-Blok03,
1461,2024-08-29,Thursday,8,Q3,2024,Shift 1 (07:00-19:00),Stockpile,SPV-004,Pengawasan,Near Miss,1,0,0,0,0,0,0,42,552.7,Hujan Lebat,Faktor Eksternal,Briefing Safety,Selesai,Stockp-Blok04,Sudah dilaporkan ke HSE Manager
1462,2023-01-22,Sunday,1,Q1,2023,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-016,Survei,First Aid,0,1,0,0,0,0,0,24,259.4,Berawan,Komunikasi Buruk,Penggantian APD,Dalam Proses,Pit-A-Blok05,Investigasi selesai
1463,2024-10-26,Saturday,10,Q4,2024,Shift 1 (07:00-19:00),Pit-A (Overburden),SPV-001,Administrasi,Environmental Spill,0,0,0,0,0,0,0,11,119.6,Berkabut,Human Error,Briefing Safety,Selesai,Pit-A-Blok03,
1464,2023-05-20,Saturday,5,Q2,2023,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-016,Pengawasan,First Aid,0,1,0,0,0,0,0,43,440.4,Hujan Ringan,Komunikasi Buruk,Pelatihan Ulang,Selesai,Pit-C-Blok04,Investigasi selesai
1465,2023-01-08,Sunday,1,Q1,2023,Shift 1 (07:00-19:00),Workshop,SPV-004,Hauling,Lost Time Injury,0,0,0,1,0,7,0,44,471.6,Berawan,Desain/Engineering,Pelatihan Ulang,Dalam Proses,Worksh-Blok02,Menunggu spare part
1466,2023-05-30,Tuesday,5,Q2,2023,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-016,Dozing,Near Miss,1,0,0,0,0,0,0,29,381,Cerah,Human Error,Briefing Safety,Selesai,Pit-C-Blok04,Perlu tindak lanjut
1467,2024-10-29,Tuesday,10,Q4,2024,Shift 2 (19:00-07:00),Workshop,SPV-018,Survei,Near Miss,1,0,0,0,0,0,0,16,208.2,Cerah,Peralatan Rusak,Briefing Safety,Selesai,Worksh-Blok04,Menunggu spare part
1468,2024-11-26,Tuesday,11,Q4,2024,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-018,Fueling,Near Miss,1,0,0,0,0,0,0,18,213.2,Berawan,Faktor Eksternal,Pelatihan Ulang,Dalam Proses,Pit-B-Blok04,
1469,2024-01-11,Thursday,1,Q1,2024,Shift 2 (19:00-07:00),Workshop,SPV-006,Drilling,Medical Treatment,0,0,1,0,0,0,0,12,123,Cerah,Komunikasi Buruk,Briefing Safety,Selesai,Worksh-Blok05,
1470,2024-10-27,Sunday,10,Q4,2024,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-003,Pengawasan,First Aid,0,1,0,0,0,0,0,8,100.3,Cerah,Alat Pelindung Diri Tidak Sesuai,Pelatihan Ulang,Selesai,Pit-A-Blok04,Sudah dilaporkan ke HSE Manager
1471,2023-04-09,Sunday,4,Q2,2023,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-015,Grading,Near Miss,1,0,0,0,0,0,0,13,171.1,Berawan,Desain/Engineering,Perbaikan Alat,Belum Dimulai,Pit-B-Blok02,Menunggu spare part
1472,2024-06-03,Monday,6,Q2,2024,Shift 2 (19:00-07:00),Office Area,SPV-010,Fueling,Near Miss,1,0,0,0,0,0,0,23,280.3,Berkabut,Desain/Engineering,Perbaikan Desain,Selesai,Office-Blok03,Investigasi selesai
1473,2022-10-16,Sunday,10,Q4,2022,Shift 1 (07:00-19:00),Pit-C (Hauling),SPV-014,Pengawasan,Lost Time Injury,0,0,0,1,0,5,0,9,105,Berkabut,Prosedur Tidak Diikuti,Penggantian APD,Dalam Proses,Pit-C-Blok01,Investigasi selesai
1474,2024-03-10,Sunday,3,Q1,2024,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-007,Drilling,Medical Treatment,0,0,1,0,0,0,0,31,307.9,Cerah,Housekeeping Buruk,Perbaikan Alat,Selesai,Pit-A-Blok03,Menunggu spare part
1475,2023-02-26,Sunday,2,Q1,2023,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-011,Survei,Near Miss,1,0,0,0,0,0,0,26,314.4,Hujan Lebat,Human Error,Penggantian APD,Dalam Proses,Pit-A-Blok01,
1476,2022-10-31,Monday,10,Q4,2022,Shift 2 (19:00-07:00),Pit-B (Coal Getting),SPV-019,Maintenance,Medical Treatment,0,0,1,0,0,0,0,26,342.1,Cerah,Peralatan Rusak,Perbaikan Alat,Dalam Proses,Pit-B-Blok02,Perlu tindak lanjut
1477,2024-05-23,Thursday,5,Q2,2024,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-015,Pengawasan,Near Miss,1,0,0,0,0,0,0,27,288.5,Cerah,Human Error,Investigasi Lanjut,Dalam Proses,Pit-B-Blok04,Sudah dilaporkan ke HSE Manager
1478,2024-01-09,Tuesday,1,Q1,2024,Shift 2 (19:00-07:00),Pit-A (Overburden),SPV-009,Blasting,Medical Treatment,0,0,1,0,0,0,0,44,509.1,Berawan,Kondisi Cuaca Buruk,Perbaikan Desain,Selesai,Pit-A-Blok03,
1479,2022-07-29,Friday,7,Q3,2022,Shift 1 (07:00-19:00),Pit-B (Coal Getting),SPV-003,Pumping,Lost Time Injury,0,0,0,1,0,11,0,29,321.1,Hujan Ringan,Kelelahan Pekerja,Pelatihan Ulang,Selesai,Pit-B-Blok03,
1480,2022-02-07,Monday,2,Q1,2022,Shift 1 (07:00-19:00),ROM (Run of Mine),SPV-015,Survei,Near Miss,1,0,0,0,0,0,0,32,385.5,Berawan,Human Error,Briefing Safety,Dalam Proses,ROM (R-Blok04,
